artistName,completionYear,detailsUrl,imageUrl,title
Claude Monet,1873,http://www.wikiart.org/en/claude-monet/impression-sunrise,https://uploads2.wikiart.org/images/claude-monet/impression-sunrise.jpg,"Impression, sunrise"
Vincent van Gogh,1889,http://www.wikipaintings.org/en/vincent-van-gogh/the-starry-night-1889,https://uploads4.wikiart.org/00142/images/vincent-van-gogh/the-starry-night.jpg,The Starry Night
Georges Seurat,1886,http://www.wikipaintings.org/en/georges-seurat/sunday-afternoon-on-the-island-of-la-grande-jatte-1886,https://uploads4.wikiart.org/images/georges-seurat/sunday-afternoon-on-the-island-of-la-grande-jatte-1886.jpg,Sunday Afternoon on the Island of La Grande Jatte
Claude Monet,1884,http://www.wikipaintings.org/en/claude-monet/haystacks-at-giverny,https://uploads4.wikiart.org/images/claude-monet/haystacks-at-giverny.jpg,Haystacks at Giverny
William Turner,1805,http://www.wikipaintings.org/en/william-turner/the-shipwreck,https://uploads8.wikiart.org/images/william-turner/the-shipwreck.jpg,The Shipwreck
Paul Cezanne,1892,http://www.wikipaintings.org/en/paul-cezanne/the-card-players-1892,https://uploads5.wikiart.org/images/paul-cezanne/the-card-players-1892.jpg,The Card Players
Paul Cezanne,1900,http://www.wikipaintings.org/en/paul-cezanne/large-bathers-1900,https://uploads2.wikiart.org/images/paul-cezanne/large-bathers-1900.jpg,Large Bathers
Paul Cezanne,1895,http://www.wikipaintings.org/en/paul-cezanne/mont-sainte-victoire-3,https://uploads6.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,Mont Sainte-Victoire
Henri de Toulouse-Lautrec,1890,http://www.wikipaintings.org/en/henri-de-toulouse-lautrec/at-the-moulin-rouge-the-dance-1890,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/at-the-moulin-rouge-the-dance-1890.jpg,"At the Moulin Rouge, The Dance"
Edouard Manet,1874,http://www.wikipaintings.org/en/edouard-manet/the-monet-family-in-their-garden-at-argenteuil-1874,https://uploads3.wikiart.org/images/edouard-manet/the-monet-family-in-their-garden-at-argenteuil-1874(1).jpg,The Monet family in their garden at Argenteuil
Pieter Bruegel the Elder,1559,http://www.wikipaintings.org/en/pieter-bruegel-the-elder/netherlandish-proverbs-1559,https://uploads5.wikiart.org/images/pieter-bruegel-the-elder/netherlandish-proverbs-1559.jpg,Netherlandish Proverbs
Vincent van Gogh,1890,http://www.wikipaintings.org/en/vincent-van-gogh/rest-work-after-millet-1890,https://uploads6.wikiart.org/images/vincent-van-gogh/rest-work-after-millet-1890.jpg,Rest Work (after Millet)
Henri Rousseau,1897,http://www.wikipaintings.org/en/henri-rousseau/the-sleeping-gypsy-1897,https://uploads0.wikiart.org/images/henri-rousseau/the-sleeping-gypsy-1897.jpg,The Sleeping Gypsy
Claude Lorrain,1646,http://www.wikipaintings.org/en/claude-lorrain/embarkation-of-ulysses-1646,https://uploads4.wikiart.org/images/claude-lorrain/embarkation-of-ulysses-1646.jpg,Embarkation of Ulysses
Thomas Eakins,1871,http://www.wikipaintings.org/en/thomas-eakins/max-schmitt-in-a-single-scull-1871,https://uploads1.wikiart.org/images/thomas-eakins/max-schmitt-in-a-single-scull-1871.jpg,Max Schmitt in a Single Scull
Alfred Sisley,1866,http://www.wikipaintings.org/en/alfred-sisley/street-of-marlotte-also-known-as-women-going-to-the-woods-1866,https://uploads2.wikiart.org/images/alfred-sisley/street-of-marlotte-also-known-as-women-going-to-the-woods-1866.jpg,Street of Marlotte (also known as Women Going to the Woods)
Camille Pissarro,1864,http://www.wikipaintings.org/en/camille-pissarro/banks-of-a-river-with-barge,https://uploads6.wikiart.org/images/camille-pissarro/banks-of-a-river-with-barge.jpg,Banks of a River with Barge
Mary Cassatt,1895,http://www.wikipaintings.org/en/mary-cassatt/feeding-the-ducks-1895,https://uploads6.wikiart.org/images/mary-cassatt/feeding-the-ducks-1895.jpg,Feeding the Ducks
Winslow Homer,1873,http://www.wikipaintings.org/en/winslow-homer/gloucester-harbor,https://uploads2.wikiart.org/images/winslow-homer/gloucester-harbor.jpg,Gloucester Harbor
Winslow Homer,1885,http://www.wikipaintings.org/en/winslow-homer/the-coral-divers,https://uploads1.wikiart.org/images/winslow-homer/the-coral-divers.jpg,The coral divers
Winslow Homer,-1,http://www.wikipaintings.org/en/winslow-homer/the-herring-net,https://uploads0.wikiart.org/images/winslow-homer/the-herring-net.jpg,The Herring Net
Winslow Homer,-1,http://www.wikipaintings.org/en/winslow-homer/rainy-day-in-camp-also-known-as-camp-near-yorktown,https://uploads8.wikiart.org/images/winslow-homer/rainy-day-in-camp-also-known-as-camp-near-yorktown.jpg,Rainy Day in Camp (also known as Camp near Yorktown)
Winslow Homer,1865,http://www.wikipaintings.org/en/winslow-homer/the-veteran-in-a-new-field,https://uploads2.wikiart.org/images/winslow-homer/the-veteran-in-a-new-field.jpg,The Veteran in a New Field
Alfred Sisley,1884,http://www.wikipaintings.org/en/alfred-sisley/the-dam-loing-canal-at-saint-mammes-1884,https://uploads7.wikiart.org/images/alfred-sisley/the-dam-loing-canal-at-saint-mammes-1884.jpg,"The Dam, Loing Canal at Saint Mammes"
Umberto Boccioni,1915,http://www.wikipaintings.org/en/umberto-boccioni/the-charge-of-the-lancers-1915,https://uploads0.wikiart.org/images/umberto-boccioni/the-charge-of-the-lancers-1915.jpg,The Charge of the Lancers
Kazimir Malevich,1931,http://www.wikipaintings.org/en/kazimir-malevich/spotrsmeny-1931,https://uploads3.wikiart.org/images/kazimir-malevich/spotrsmeny-1931.jpg,Sportsmeny
Masaccio,1425,http://www.wikipaintings.org/en/masaccio/the-tribute-money-1425,https://uploads2.wikiart.org/images/masaccio/the-tribute-money-1425.jpg,The Tribute Money
Katsushika Hokusai,-1,http://www.wikipaintings.org/en/katsushika-hokusai/ocean-waves,https://uploads1.wikiart.org/images/katsushika-hokusai/ocean-waves.jpg,Ocean waves
Nicolas Poussin,1639,http://www.wikipaintings.org/en/nicolas-poussin/et-in-arcadia-ego-1639-1,https://uploads2.wikiart.org/images/nicolas-poussin/not_detected_189892-1639.jpg,Et in Arcadia ego
Michelangelo,1510,http://www.wikipaintings.org/en/michelangelo/sistine-chapel-ceiling-creation-of-adam-1510,https://uploads1.wikiart.org/images/michelangelo/sistine-chapel-ceiling-creation-of-adam-1510.jpg,Sistine Chapel Ceiling: Creation of Adam
Katsushika Hokusai,-1,http://www.wikipaintings.org/en/katsushika-hokusai/lake-suwa-in-the-shinano-province,https://uploads5.wikiart.org/images/katsushika-hokusai/lake-suwa-in-the-shinano-province.jpg,Lake Suwa in the Shinano province
Raphael,1511,http://www.wikipaintings.org/en/raphael/school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511,https://uploads6.wikiart.org/images/raphael/school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511.jpg,The School of Athens
Sandro Botticelli,1478,http://www.wikipaintings.org/en/sandro-botticelli/primavera-1478,https://uploads6.wikiart.org/images/sandro-botticelli/primavera-1478(1).jpg,Primavera
Alfred Sisley,1874,http://www.wikipaintings.org/en/alfred-sisley/molesey-weir-at-hampton-court-morning-1874,https://uploads0.wikiart.org/images/alfred-sisley/molesey-weir-at-hampton-court-morning-1874.jpg,Molesey Weir at Hampton Court Morning
Rembrandt,1642,http://www.wikipaintings.org/en/rembrandt/the-nightwatch-1642,https://uploads7.wikiart.org/00121/images/rembrandt/2.jpg,The Nightwatch
Giovanni Bellini,1516,http://www.wikipaintings.org/en/giovanni-bellini/the-feast-of-the-gods-1514,https://uploads5.wikiart.org/images/giovanni-bellini/the-feast-of-the-gods-1514.jpg,The Feast of the Gods
Pieter Bruegel the Elder,1565,http://www.wikipaintings.org/en/pieter-bruegel-the-elder/hunters-in-the-snow-1565,https://uploads4.wikiart.org/00129/images/pieter-bruegel-the-elder/hunters-in-the-snow.jpg,Hunters in the Snow
John Atkinson Grimshaw,-1,http://www.wikipaintings.org/en/john-atkinson-grimshaw/shipping-on-the-clyde,https://uploads6.wikiart.org/images/john-atkinson-grimshaw/shipping-on-the-clyde.jpg,Shipping on the Clyde
Camille Pissarro,1903,http://www.wikipaintings.org/en/camille-pissarro/the-port-of-le-havre-1903,https://uploads4.wikiart.org/images/camille-pissarro/the-port-of-le-havre-1903.jpg,The Port of Le Havre
John Atkinson Grimshaw,1877,http://www.wikipaintings.org/en/john-atkinson-grimshaw/stapleton-park-near-pontefract-sun-1877,https://uploads6.wikiart.org/images/john-atkinson-grimshaw/stapleton-park-near-pontefract-sun-1877.jpg,Stapleton Park near Pontefract Sun
Federico Zandomeneghi,1894,http://www.wikipaintings.org/en/federico-zandomeneghi/girl-with-flowers-1894,https://uploads6.wikiart.org/images/federico-zandomeneghi/girl-with-flowers-1894.jpg,Girl with flowers
Constantine Maleas,1923,http://www.wikipaintings.org/en/constantine-maleas/wheel-well,https://uploads0.wikiart.org/images/constantine-maleas/wheel-well.jpg,The Old Well
Constantine Maleas,-1,http://www.wikipaintings.org/en/constantine-maleas/castle-at-monemvasia,https://uploads1.wikiart.org/images/constantine-maleas/castle-at-monemvasia.jpg,Castle at  Monemvasia
Vasily Surikov,1891,http://www.wikipaintings.org/en/vasily-surikov/taking-a-snowy-town-1891,https://uploads1.wikiart.org/images/vasily-surikov/taking-a-snowy-town-1891.jpg,Taking a snowy town
Constantine Maleas,-1,http://www.wikipaintings.org/en/constantine-maleas/turkish-harbour,https://uploads5.wikiart.org/images/constantine-maleas/turkish-harbour.jpg,Turkish Harbour
Vasily Surikov,1881,http://www.wikipaintings.org/en/vasily-surikov/morning-of-the-strelets-execution-1881,https://uploads6.wikiart.org/images/vasily-surikov/morning-of-the-strelets-execution-1881.jpg,Morning of the Strelets’ Execution
Paolo Veronese,1563,http://www.wikipaintings.org/en/paolo-veronese/the-marriage-at-cana-1563,https://uploads2.wikiart.org/images/paolo-veronese/the-marriage-at-cana-1563.jpg,The Marriage at Cana
Ivan Aivazovsky,1854,http://www.wikipaintings.org/en/ivan-aivazovsky/shipwreck-1854,https://uploads1.wikiart.org/images/ivan-aivazovsky/shipwreck-1854.jpg,Shipwreck
Sir Lawrence Alma-Tadema,1904,http://www.wikipaintings.org/en/sir-lawrence-alma-tadema/the-finding-of-moses-1904,https://uploads8.wikiart.org/images/alma-tadema-lawrence/the-finding-of-moses-1904.jpg,The Finding of Moses
Pieter Aertsen,1551,http://www.wikipaintings.org/en/pieter-aertsen/butcher-s-stall-with-the-flight-into-egypt-1551,https://uploads6.wikiart.org/images/pieter-aertsen/butcher-s-stall-with-the-flight-into-egypt-1551.jpg,Butcher's Stall with the Flight into Egypt
Jean-Baptiste-Simeon Chardin,1731,http://www.wikipaintings.org/en/jean-baptiste-simeon-chardin/the-attributes-of-the-sciences-1731,https://uploads8.wikiart.org/images/jean-baptiste-simeon-chardin/the-attributes-of-the-sciences-1731.jpg,The Attributes of the Sciences
Konstantin Bogaevsky,1912,http://www.wikipaintings.org/en/konstantin-bogaevsky/ships-1912,https://uploads2.wikiart.org/images/konstantin-bogaevsky/ships-1912.jpg,Ships
Bernardo Bellotto,1765,http://www.wikipaintings.org/en/bernardo-bellotto/the-ruins-of-the-old-kreuzkirche-dresden-1765,https://uploads7.wikiart.org/images/bernardo-bellotto/the-ruins-of-the-old-kreuzkirche-dresden-1765.jpg,"The Ruins of the old Kreuzkirche, Dresden"
François Barraud,1933,http://www.wikipaintings.org/en/fran-ois-barraud/tailleuses-de-soupe-1933,https://uploads3.wikiart.org/images/fran-ois-barraud/tailleuses-de-soupe-1933.jpg,Tailleuses de soupe
Eugene de Blaas,1904,http://www.wikipaintings.org/en/eugene-de-blaas/the-flirtation-1,https://uploads3.wikiart.org/images/eugene-de-blaas/the-flirtation-1.jpg,The Flirtation
Umberto Boccioni,1911,http://www.wikipaintings.org/en/umberto-boccioni/states-of-mind-i-the-farewells-1911,https://uploads5.wikiart.org/images/umberto-boccioni/states-of-mind-i-the-farewells-1911.jpg,States of Mind I: The Farewells
Jose Ferraz de Almeida Junior,1892,http://www.wikipaintings.org/en/jose-ferraz-de-almeida-junior/reading-1892,https://uploads4.wikiart.org/images/jose-ferraz-de-almeida-junior/reading-1892.jpg,Reading
Albert Dubois-Pillet,1885,http://www.wikipaintings.org/en/albert-dubois-pillet/stilleven-met-vis-1885,https://uploads5.wikiart.org/images/albert-dubois-pillet/stilleven-met-vis-1885.jpg,Stilleven Met Vis
Edgar Degas,1872,http://www.wikipaintings.org/en/edgar-degas/dance-class-at-the-opera-1872,https://uploads3.wikiart.org/images/edgar-degas/dance-class-at-the-opera-1872.jpg,Dance Class at the Opera
Edwin Lord Weeks,1890,http://www.wikipaintings.org/en/edwin-lord-weeks/the-golden-temple-amritsar-1890,https://uploads1.wikiart.org/images/edwin-lord-weeks/the-golden-temple-amritsar-1890.jpg,"The Golden Temple, Amritsar"
Jacques-Louis David,1807,http://www.wikipaintings.org/en/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807,https://uploads7.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804"
Henri Fantin-Latour,1870,http://www.wikipaintings.org/en/henri-fantin-latour/a-studio-in-the-batignolles-homage-to-manet-1870,https://uploads3.wikiart.org/images/henri-fantin-latour/a-studio-in-the-batignolles-homage-to-manet-1870.jpg,A Studio in the Batignolles (Homage to Manet)
Giovanni Fattori,1880,http://www.wikipaintings.org/en/giovanni-fattori/berittener-hirte-und-k-he-1880,https://uploads0.wikiart.org/images/giovanni-fattori/berittener-hirte-und-k-he-1880.jpg,Berittener Hirte und Kühe
Pavel Fedotov,1851,http://www.wikipaintings.org/en/pavel-fedotov/the-major-s-marriage-proposal-1851,https://uploads1.wikiart.org/images/pavel-fedotov/the-major-s-marriage-proposal-1851.jpg,The Major's Marriage Proposal
Karoly Ferenczy,1890,http://www.wikipaintings.org/en/karoly-ferenczy/boys-throwing-pebbles-into-the-river-1890,https://uploads0.wikiart.org/images/karoly-ferenczy/boys-throwing-pebbles-into-the-river-1890.jpg,Boys Throwing Pebbles into the River
Paul Gauguin,1888,http://www.wikipaintings.org/en/paul-gauguin/the-vision-after-the-sermon-jacob-wrestling-with-the-angel-1888,https://uploads2.wikiart.org/images/paul-gauguin/the-vision-after-the-sermon-jacob-wrestling-with-the-angel-1888.jpg,The Vision after the Sermon (Jacob wrestling with the Angel)
Jean-Leon Gerome,1863,http://www.wikipaintings.org/en/jean-leon-gerome/general-bonaparte-with-his-military-staff-in-egypt-1863,https://uploads7.wikiart.org/images/jean-leon-gerome/general-bonaparte-with-his-military-staff-in-egypt-1863.jpg,General Bonaparte with his Military Staff in Egypt
Jean-Leon Gerome,1860,http://www.wikipaintings.org/en/jean-leon-gerome/diogenes-1860,https://uploads1.wikiart.org/images/jean-leon-gerome/diogenes-1860.jpg,Diogenes
Eva Gonzales,1876,http://www.wikipaintings.org/en/eva-gonzales/woman-awakening-1876,https://uploads4.wikiart.org/images/eva-gonzales/woman-awakening-1876.jpg,Woman Awakening
Nikolai Ge,1871,http://www.wikipaintings.org/en/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof,https://uploads0.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof
Francisco Goya,1814,http://www.wikipaintings.org/en/francisco-goya/the-third-of-may-1808-execution-of-the-defenders-of-madrid-1814-1,https://uploads4.wikiart.org/images/francisco-goya/execution-of-the-defenders-of-madrid-3rd-may-1808-1814.jpg,The Third of May 1808 (Execution of the Defenders of Madrid)
John Atkinson Grimshaw,-1,http://www.wikipaintings.org/en/john-atkinson-grimshaw/a-mossy-glen,https://uploads6.wikiart.org/images/john-atkinson-grimshaw/a-mossy-glen.jpg,A Mossy Glen
Armand Guillaumin,1910,http://www.wikipaintings.org/en/armand-guillaumin/agay-bay-1910,https://uploads2.wikiart.org/images/armand-guillaumin/agay-bay-1910.jpg,Agay Bay
Martin Johnson Heade,1871,http://www.wikipaintings.org/en/martin-johnson-heade/cattleya-orchid-and-three-hummingbirds-1871,https://uploads8.wikiart.org/images/martin-johnson-heade/cattleya-orchid-and-three-hummingbirds-1871.jpg,Cattleya Orchid and Three Hummingbirds
Winslow Homer,-1,http://www.wikipaintings.org/en/winslow-homer/camp-fire,https://uploads3.wikiart.org/images/winslow-homer/camp-fire.jpg,Camp Fire
Martin Johnson Heade,1869,http://www.wikipaintings.org/en/martin-johnson-heade/sailing-off-the-coast-1869,https://uploads0.wikiart.org/images/martin-johnson-heade/sailing-off-the-coast-1869.jpg,Sailing off the Coast
George Inness,1875,http://www.wikipaintings.org/en/george-inness/sunset-at-etretat-1875,https://uploads7.wikiart.org/images/george-inness/sunset-at-etretat-1875.jpg,Sunset at Etretat
Paul Klee,1914,http://www.wikiart.org/en/paul-klee/in-the-style-of-kairouan-1914,https://uploads1.wikiart.org/images/paul-klee/in-the-style-of-kairouan-1914.jpg,In the Style of Kairouan
Pieter Bruegel the Elder,1564,http://www.wikiart.org/en/pieter-bruegel-the-elder/christ-carrying-the-cross-1564,https://uploads8.wikiart.org/images/pieter-bruegel-the-elder/christ-carrying-the-cross-1564.jpg,Christ carrying the Cross
Konstantin Korovin,1910,http://www.wikiart.org/en/konstantin-korovin/red-square-in-moscow-1910,https://uploads6.wikiart.org/images/konstantin-korovin/red-square-in-moscow-1910.jpg,Red Square in Moscow
Konstantin Korovin,1928,http://www.wikiart.org/en/konstantin-korovin/bastille-1928,https://uploads3.wikiart.org/images/konstantin-korovin/bastille-1928.jpg,Bastille
Konstantin Korovin,1911,http://www.wikiart.org/en/konstantin-korovin/portrait-of-chaliapin-1911,https://uploads7.wikiart.org/images/konstantin-korovin/portrait-of-chaliapin-1911.jpg,Portrait of Chaliapin
Ivan Kramskoy,1872,http://www.wikiart.org/en/ivan-kramskoy/christ-in-the-wilderness-1872,https://uploads5.wikiart.org/images/ivan-kramskoy/christ-in-the-wilderness-1872.jpg,Christ in the Wilderness
Max Kurzweil,1900,http://www.wikiart.org/en/max-kurzweil/the-fisherman,https://uploads6.wikiart.org/images/max-kurzweil/the-fisherman.jpg,The fisherman
Boris Kustodiev,1916,http://www.wikiart.org/en/boris-kustodiev/arriving-for-shrovetide-1916,https://uploads6.wikiart.org/images/boris-kustodiev/arriving-for-shrovetide-1916.jpg,Arriving for Shrovetide
Boris Kustodiev,1920,http://www.wikiart.org/en/boris-kustodiev/the-bolshevik-1920,https://uploads5.wikiart.org/images/boris-kustodiev/the-bolshevik-1920.jpg,The Bolshevik
John Frederick Kensett,1872,http://www.wikiart.org/en/john-frederick-kensett/near-newport-rhode-island-1872,https://uploads6.wikiart.org/images/john-frederick-kensett/near-newport-rhode-island-1872.jpg,"Near Newport, Rhode Island"
John Frederick Kensett,1859,http://www.wikiart.org/en/john-frederick-kensett/view-of-the-shrewsbury-river-new-jersey-1859,https://uploads2.wikiart.org/images/john-frederick-kensett/view-of-the-shrewsbury-river-new-jersey-1859.jpg,"View of the Shrewsbury River, New Jersey"
Peder Severin Kroyer,1883,http://www.wikiart.org/en/peder-severin-kroyer/fishermen-hauling-the-net-on-skagen-s-north-beach-1883,https://uploads1.wikiart.org/images/peder-severin-kroyer/fishermen-hauling-the-net-on-skagen-s-north-beach-1883.jpg,Fishermen Hauling the Net on Skagen's North Beach
Christen Kobke,1843,http://www.wikiart.org/en/christen-kobke/bay-of-naples-1843,https://uploads4.wikiart.org/images/christen-kobke/bay-of-naples-1843.jpg,Bay of Naples
Christen Kobke,1838,http://www.wikiart.org/en/christen-kobke/a-view-from-dosseringen-near-the-sortedam-lake-looking-towards-the-suburb-n-rrebro-outside-1838,https://uploads0.wikiart.org/images/christen-kobke/a-view-from-dosseringen-near-the-sortedam-lake-looking-towards-the-suburb-n-rrebro-outside-1838.jpg,A View from Dosseringen near the Sortedam Lake Looking towards the Suburb Nørrebro outside Copenhagen
Vincent van Gogh,1889,http://www.wikiart.org/en/vincent-van-gogh/irises-1889,https://uploads8.wikiart.org/images/vincent-van-gogh/irises-1889.jpg,Irises
Claude Monet,1858,http://www.wikiart.org/en/claude-monet/view-at-rouelles-le-havre,https://uploads0.wikiart.org/images/claude-monet/view-at-rouelles-le-havre.jpg,View At Rouelles Le Havre
Henry Herbert La Thangue,1903,http://www.wikiart.org/en/henry-herbert-la-thangue/a-proven-al-stream-1903,https://uploads1.wikiart.org/images/henry-herbert-la-thangue/a-proven-al-stream-1903.jpg,A Provençal Stream
Marcus Larson,1862,http://www.wikiart.org/en/marcus-larson/fishing-near-the-fjord-by-moonlight-1862,https://uploads7.wikiart.org/images/marcus-larson/fishing-near-the-fjord-by-moonlight-1862.jpg,Fishing Near The Fjord By Moonlight
John Lavery,1929,http://www.wikiart.org/en/john-lavery/the-chess-players-1929,https://uploads5.wikiart.org/images/john-lavery/the-chess-players-1929.jpg,The Chess Players
Lev Lagorio,1891,http://www.wikiart.org/en/lev-lagorio/defense-of-bayazet-do-ubeyaz-t-1891,https://uploads0.wikiart.org/images/lev-lagorio/defense-of-bayazet-do-ubeyaz-t-1891.jpg,Defense of Bayazet (Doğubeyazıt)
Carl Larsson,1910,http://www.wikiart.org/en/carl-larsson/my-acid-workshop-where-i-do-my-etching-1910,https://uploads3.wikiart.org/images/carl-larsson/my-acid-workshop-where-i-do-my-etching-1910(1).jpg,My Acid Workshop (Where I do my Etching)
Isaac Levitan,1900,http://www.wikiart.org/en/isaac-levitan/lake-rus,https://uploads2.wikiart.org/images/isaac-levitan/lake-rus.jpg,Lake. Rus.
Isaac Levitan,1895,http://www.wikiart.org/en/isaac-levitan/march-1895,https://uploads4.wikiart.org/images/isaac-levitan/march-1895.jpg,March
Adolph Menzel,1875,http://www.wikiart.org/en/adolph-menzel/the-iron-rolling-mill-modern-cyclopes-1875,https://uploads3.wikiart.org/images/adolph-menzel/the-iron-rolling-mill-modern-cyclopes-1875(1).jpg,The Iron Rolling Mill (Modern Cyclopes)
Willard Metcalf,1910,http://www.wikiart.org/en/willard-metcalf/flying-shadows-1910,https://uploads6.wikiart.org/images/willard-metcalf/flying-shadows-1910.jpg,Flying Shadows
Arturo Michelena,1896,http://www.wikiart.org/en/arturo-michelena/miranda-en-la-carraca-1896,https://uploads5.wikiart.org/images/arturo-michelena/miranda-en-la-carraca-1896.jpg,Miranda en La Carraca
Thomas Moran,1874,http://www.wikiart.org/en/thomas-moran/the-chasm-of-the-colorado-1874,https://uploads5.wikiart.org/images/thomas-moran/the-chasm-of-the-colorado-1874.jpg,The Chasm of the Colorado
Mikhail Nesterov,1888,http://www.wikiart.org/en/mikhail-nesterov/for-the-love-potion-1888,https://uploads3.wikiart.org/images/mikhail-nesterov/for-the-love-potion-1888.jpg,For the love potion
Isaac van Ostade,1645,http://www.wikiart.org/en/isaac-van-ostade/a-canal-in-winter,https://uploads5.wikiart.org/images/isaac-van-ostade/a-canal-in-winter.jpg,A Canal in Winter
Jean-Baptiste Oudry,1749,http://www.wikiart.org/en/jean-baptiste-oudry/clara-the-rhinoceros-1749,https://uploads7.wikiart.org/images/jean-baptiste-oudry/clara-the-rhinoceros-1749.jpg,Clara the Rhinoceros
Marianne North,1875,http://www.wikiart.org/en/marianne-north/a-fallen-giant-calaveras-grove-california-1875,https://uploads5.wikiart.org/images/marianne-north/a-fallen-giant-calaveras-grove-california-1875.jpg,"A Fallen Giant, Calaveras Grove, California"
Francisco Oller,1840,http://www.wikiart.org/en/francisco-oller/la-hacienda-buenavista-en-ponce-puerto-rico-1840,https://uploads8.wikiart.org/images/francisco-oller/la-hacienda-buenavista-en-ponce-puerto-rico-1840.jpg,"La Hacienda Buenavista en Ponce, Puerto Rico"
Robert Julian Onderdonk,1920,http://www.wikiart.org/en/robert-julian-onderdonk/bluebonnets-at-twilight-near-san-antonio-1920,https://uploads4.wikiart.org/images/robert-julian-onderdonk/bluebonnets-at-twilight-near-san-antonio-1920.jpg,"Bluebonnets at Twilight, near San Antonio"
Robert Julian Onderdonk,-1,http://www.wikiart.org/en/robert-julian-onderdonk/in-the-hills-of-the-spanish-oaks,https://uploads0.wikiart.org/images/robert-julian-onderdonk/in-the-hills-of-the-spanish-oaks.jpg,In the Hills of the Spanish Oaks
Kuzma Petrov-Vodkin,1928,http://www.wikiart.org/en/kuzma-petrov-vodkin/death-of-commissar-1928,https://uploads5.wikiart.org/images/kuzma-petrov-vodkin/death-of-commissar-1928.jpg,Death of Commissar
Theodor Philipsen,1901,http://www.wikiart.org/en/theodor-philipsen/malkeplads-ved-dyrehaveg-rd-1901,https://uploads3.wikiart.org/images/theodor-philipsen/malkeplads-ved-dyrehaveg-rd-1901.jpg,Malkeplads ved Dyrehavegård
Albert Pinkham Ryder,1895,http://www.wikiart.org/en/albert-pinkham-ryder/jonah-1895,https://uploads2.wikiart.org/images/albert-pinkham-ryder/jonah-1895.jpg,Jonah
Vasily Polenov,1886,http://www.wikiart.org/en/vasily-polenov/the-ill-woman,https://uploads8.wikiart.org/images/vasily-polenov/the-ill-woman.jpg,The ill woman
Claude Monet,1864,http://www.wikiart.org/en/claude-monet/hauling-a-boat-ashore-honfleur,https://uploads5.wikiart.org/images/claude-monet/hauling-a-boat-ashore-honfleur.jpg,"Hauling a Boat Ashore, Honfleur"
Leonardo da Vinci,1506,http://www.wikiart.org/en/leonardo-da-vinci/study-for-the-head-of-leda,https://uploads6.wikiart.org/images/leonardo-da-vinci/study-for-the-head-of-leda.jpg,Study for the Head of Leda
Eugene Delacroix,1830,http://www.wikiart.org/en/eugene-delacroix/the-liberty-leading-the-people-1830,https://uploads5.wikiart.org/images/eugene-delacroix/the-liberty-leading-the-people-1830.jpg,The Liberty Leading the People
Claude Monet,1871,http://www.wikiart.org/en/claude-monet/the-train-in-the-country,https://uploads8.wikiart.org/images/claude-monet/the-train-in-the-country.jpg,The Train in the Country
Ilya Repin,1883,http://www.wikiart.org/en/ilya-repin/krestny-khod-religious-procession-in-kursk-gubernia-1883,https://uploads2.wikiart.org/images/ilya-repin/krestny-khod-religious-procession-in-kursk-gubernia-1883.jpg,Krestny Khod (Religious Procession) in Kursk Gubernia
Pierre-Auguste Renoir,1881,http://www.wikiart.org/en/pierre-auguste-renoir/the-luncheon-of-the-boating-party-1881-1,https://uploads6.wikiart.org/images/pierre-auguste-renoir/the-luncheon-of-the-boating-party-1881-1.jpg,The Luncheon of the Boating Party
Jozsef Rippl-Ronai,1906,http://www.wikiart.org/en/jozsef-rippl-ronai/uncle-piacsek-in-front-of-the-black-sideboard-1906,https://uploads4.wikiart.org/images/j-zsef-rippl-r-nai/uncle-piacsek-in-front-of-the-black-sideboard-1906.jpg,Uncle Piacsek in front of the Black Sideboard
Jozsef Rippl-Ronai,1907,http://www.wikiart.org/en/jozsef-rippl-ronai/manor-house-at-k-rtv-lyes-1907,https://uploads2.wikiart.org/images/j-zsef-rippl-r-nai/manor-house-at-k-rtv-lyes-1907.jpg,Manor-House at Körtvélyes
Briton Riviere,1868,http://www.wikiart.org/en/briton-riviere/the-long-sleep-1868,https://uploads5.wikiart.org/images/briton-riviere/the-long-sleep-1868.jpg,The Long Sleep
Briton Riviere,1881,http://www.wikiart.org/en/briton-riviere/tick-tack-1881,https://uploads0.wikiart.org/images/briton-riviere/tick-tack-1881.jpg,Tick-Tack
Tom Roberts,1886,http://www.wikiart.org/en/tom-roberts/boat-on-beach-queenscliff-1886,https://uploads4.wikiart.org/images/tom-roberts/boat-on-beach-queenscliff-1886.jpg,"Boat on Beach, Queenscliff "
